num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
0.22688039457459927,0.12286689419795224,0.0012173913043478262,0.036826086956521745,0.003125,0.6418726242163515,0.3812909361752244,0.009833569351179329,0.0,0.12895569620253164,0.29032258064516125,0.975609756097561,0.09090909090909091,0.7471264367816097,0.0064671532846715335,0.08629441624365482,0.18085110605794258,4
0.3082614056720099,0.20477815699658702,0.0,0.010130434782608696,0.001021875,0.031022684517975817,0.04663150799000753,0.002856577284424345,0.18604651162790697,0.13014240506329114,0.29032258064516125,0.14634146341463417,0.8181818181818182,0.8735632183908031,0.0038613138686131388,0.0,0.05319143506835954,2
0.2836004932182491,0.27303754266211605,0.010173913043478262,0.009608695652173914,0.01875,0.0005643703102426649,0.021544405337600825,0.020719321486760162,0.046511627906976744,0.02254746835443038,0.29032258064516125,0.975609756097561,0.8181818181818182,0.9655172413793096,0.007299270072992701,0.05583756345177665,0.382978729436849,2
0.3637484586929717,0.24573378839590443,0.0,0.006304347826086957,0.0014953125000000001,0.02092494150428163,0.15268457269542687,0.002675376486531756,0.0,0.1793908227848101,0.29032258064516125,0.975609756097561,0.8181818181818182,0.6091954022988517,0.0011897810218978102,0.116751269035533,0.20212762337890638,4
0.3637484586929717,0.4573378839590444,0.0,0.037260869565217396,0.025,0.4764698488689684,0.7330737959356632,0.03402006913038844,0.046511627906976744,0.9999999999999999,0.29032258064516125,0.6829268292682927,0.6363636363636364,0.8275862068965516,0.03649635036496351,0.1065989847715736,0.22340428246582023,4
0.22688039457459927,0.2696245733788396,0.0,0.02047826086956522,0.0171875,0.27844749741502656,0.23824373118348935,0.019837680629786976,0.09302325581395349,0.1663370253164557,0.29032258064516125,0.975609756097561,0.6363636363636364,0.8275862068965516,0.007299270072992701,0.0,0.5851063528157553,3
0.04315659679408138,0.21160409556313997,0.029347826086956522,0.007130434782608696,0.001409375,0.0006358110121372372,0.010197831177985325,0.0024089047249250075,0.0,0.017602848101265823,0.29032258064516125,0.3170731707317073,0.8181818181818182,0.7356321839080451,0.003094890510948905,0.00432994923857868,0.07446809415527342,2
0.09864364981504316,0.4539249146757679,0.0071739130434782614,0.010608695652173913,0.0007078125,0.10931058659927534,0.03957452122392913,0.0017724178886300308,0.023255813953488372,0.0502373417721519,0.29032258064516125,0.975609756097561,0.0,0.40229885057471293,0.0019854014598540146,0.0,0.0,3
0.12946979038224413,0.24232081911262798,0.023000000000000003,0.0036086956521739133,0.0171875,0.012958515294118863,0.014169605598242973,0.0175399326968465,0.06976744186046512,0.029272151898734177,0.29032258064516125,0.975609756097561,0.6363636363636364,0.8735632183908031,0.0024014598540145985,0.0,0.5,2
0.0875462392108508,0.33105802047781574,0.001956521739130435,0.0,1.4062500000000001e-05,0.0002971523890474554,0.0032621696624139697,1.6749653586709912e-05,0.0,0.008109177215189873,0.4838709677419355,0.3902439024390244,0.8181818181818182,0.8735632183908031,1.4598540145985402e-05,0.003081218274111675,0.0,3
